Fecha,Irradiancia,Tambiente,Tmodulo,Potencia
2022-01-15 15:00:00,623.6,27.6,38.7,1.37
2022-01-15 16:00:00,439.3,26.2,34.2,0.89
2022-01-15 17:00:00,161.9,23.1,26.9,0.09
2022-01-15 18:00:00,215.68708986580583,20.0,18.3,0.01
2022-01-15 19:00:00,0.0,18.8,16.5,0.0
2022-01-16 06:00:00,0.0,17.43218878600823,16.372402263374486,0.0
2022-01-16 07:00:00,9.2,17.505838477366254,16.419264403292182,0.0112622222222222
2022-01-16 08:00:00,179.86666666666667,22.48333333333333,21.65,0.4100000000000001
2022-01-16 09:00:00,426.23333333333335,25.8,32.766666666666666,0.92
2022-01-16 10:00:00,629.2833333333334,26.933333333333337,36.8,1.3833333333333335
2022-01-16 11:00:00,475.2666666666667,27.666666666666668,37.66666666666666,1.096666666666667
2022-01-16 12:00:00,584.9,28.516666666666666,41.23333333333333,1.393333333333333
2022-01-16 13:00:00,641.25,27.33333333333333,39.3,1.3583333333333334
2022-01-16 14:00:00,491.9333333333333,26.450000000000003,35.46666666666667,1.115
2022-01-16 15:00:00,485.75,27.683333333333334,34.78333333333333,1.038333333333333
2022-01-16 16:00:00,339.3166666666666,27.216666666666665,32.26666666666667,0.69
2022-01-16 17:00:00,64.96666666666667,24.416666666666668,27.066666666666663,0.0949999999999999
2022-01-16 18:00:00,215.68708986580583,22.183333333333334,20.76666666666667,0.01
2022-01-16 19:00:00,0.0,20.716666666666665,18.85,0.0
2022-01-17 06:00:00,0.0,18.0,16.8,0.0
2022-01-17 07:00:00,9.2,18.3,17.0,0.01
2022-01-17 08:00:00,69.5,20.8,20.9,0.19
2022-01-17 09:00:00,61.9,21.4,23.3,0.18
2022-01-17 10:00:00,157.8,21.8,25.0,0.39
2022-01-17 11:00:00,841.3,25.0,35.8,1.67
2022-01-17 12:00:00,360.9,24.3,29.8,0.84
2022-01-17 13:00:00,208.7,24.0,29.0,0.51
2022-01-17 14:00:00,133.8,24.3,28.0,0.34
2022-01-17 15:00:00,176.6,25.0,31.6,0.41
2022-01-17 16:00:00,147.9,24.8,27.6,0.39
2022-01-17 17:00:00,172.4,24.5,26.7,0.18
2022-01-17 18:00:00,215.68708986580583,21.9,21.2,0.01
2022-01-17 19:00:00,0.0,19.3,17.5,0.0
2022-01-18 06:00:00,0.0,17.23869813100137,16.045400377229083,0.0
2022-01-18 07:00:00,9.2,17.384306412894375,16.20321073388203,0.0108835555555555
2022-01-18 08:00:00,164.42777777777778,21.330555555555552,20.90833333333333,0.3716666666666666
2022-01-18 09:00:00,350.72222222222223,24.46666666666667,30.277777777777786,0.7716666666666666
2022-01-18 10:00:00,522.7472222222223,25.355555555555554,33.95,1.1705555555555556
2022-01-18 11:00:00,524.6611111111112,26.594444444444445,36.644444444444446,1.2077777777777778
2022-01-18 12:00:00,615.8166666666667,27.902777777777786,40.40555555555556,1.3522222222222222
2022-01-18 13:00:00,581.775,26.58888888888889,36.86666666666667,1.2447222222222225
2022-01-18 14:00:00,322.02222222222224,25.575000000000003,33.59444444444445,0.7591666666666667
2022-01-18 15:00:00,395.575,26.397222222222226,33.49722222222223,0.8813888888888889
2022-01-18 16:00:00,277.8027777777777,26.25277777777778,31.194444444444443,0.58
2022-01-18 17:00:00,94.14444444444445,24.002777777777776,26.47777777777777,0.1141666666666666
2022-01-18 18:00:00,215.68708986580583,21.697222222222223,20.444444444444446,0.01
2022-01-18 19:00:00,0.0,19.93611111111112,18.09166666666667,0.0
2022-01-19 06:00:00,0.0,20.8,20.5,0.0
2022-01-19 07:00:00,9.2,20.7,20.1,0.0104291555555555
2022-01-19 08:00:00,37.2,21.1,21.1,0.12
2022-01-19 09:00:00,94.0,22.6,24.8,0.24
2022-01-19 10:00:00,109.2,23.7,26.1,0.28
2022-01-19 11:00:00,322.9,25.0,29.8,0.76
2022-01-19 12:00:00,568.6,26.8,34.3,1.1
2022-01-19 13:00:00,200.5,23.7,26.9,0.51
2022-01-19 14:00:00,108.6,22.5,24.7,0.29
2022-01-19 15:00:00,240.9,23.8,25.6,0.62
2022-01-19 16:00:00,60.6,24.4,28.1,0.16
2022-01-19 17:00:00,34.3,23.7,24.6,0.09
2022-01-19 18:00:00,215.68708986580583,23.0,22.0,0.01
2022-01-19 19:00:00,0.0,21.7,20.6,0.0
2022-01-20 06:00:00,0.0,20.5,19.4,0.0
2022-01-20 07:00:00,0.0,20.3,19.5,0.0
2022-01-20 08:00:00,143.2,24.7,23.4,0.34
2022-01-20 09:00:00,436.9,27.1,35.2,0.95
2022-01-20 10:00:00,686.2,29.4,39.6,1.47
2022-01-20 11:00:00,811.5,31.0,46.9,1.75
2022-01-20 12:00:00,209.9,28.8,41.3,0.45
2022-01-20 13:00:00,423.5,29.5,41.3,1.15
2022-01-20 14:00:00,786.9,29.1,39.8,1.68
